mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,param_svc__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
106.3401738166809,2.077257045562766,4.67744927406311,0.24705385949886136,0.1,scale,rbf,"{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.5520712878075014,0.5467516426232703,0.5624998433636063,0.562564254419976,0.5479311695194613,0.554363639546763,0.00689959333815945,7
110.5844566822052,0.9331503085262028,5.18464035987854,0.4035968107002134,0.1,0.001,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.5443070521070513,0.5429807510999696,0.5441818595667913,0.5470908243854629,0.5773556857259012,0.5511832345770352,0.013155431523914218,8
108.18281350135803,2.3493843409927533,5.527866697311401,0.4946506488970623,0.1,0.01,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.4566009285799067,0.45532745338612196,0.46148951111757686,0.4651782292227824,0.4367307598822661,0.4550653764377309,0.009819613707076928,9
100.98685712814331,1.1236409873111086,4.483887195587158,0.3919703722693599,1.0,scale,rbf,"{'svc__C': 1.0, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.7436734347516265,0.7438847534547841,0.7542336128693841,0.7584636808244422,0.7571095144370059,0.7514729992674486,0.006429239465084839,4
100.6668119430542,1.4309578910966645,4.504895830154419,0.22014192992999698,1.0,0.001,rbf,"{'svc__C': 1.0, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.6464866749778465,0.655207165901733,0.6528584482569085,0.6598377395496343,0.6480593344467508,0.6524898726265747,0.0048410480193871895,6
107.41757774353027,1.6536046370462925,4.647175407409668,0.3001597530843446,1.0,0.01,rbf,"{'svc__C': 1.0, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.7327754359291405,0.736990671416371,0.7347659648848888,0.738806275519144,0.7522913909275893,0.7391259477354268,0.006889541935272765,5
107.81864461898803,2.300508274235086,4.210949659347534,0.34440297221285604,10.0,scale,rbf,"{'svc__C': 10.0, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.7871968853457185,0.7934129848336177,0.7850250530835468,0.7876634532560123,0.795923159780507,0.7898443072598805,0.00411529064311878,1
98.58593988418579,0.9835375019502942,3.902787685394287,0.5609190688384751,10.0,0.001,rbf,"{'svc__C': 10.0, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.7546005318797258,0.7560442255645664,0.760098244561971,0.7600716558371159,0.7618950241702394,0.7585419364027237,0.0027487656595685597,2
71.49024667739869,2.6426335579619726,2.3673985481262205,0.39088030639733257,10.0,0.01,rbf,"{'svc__C': 10.0, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.7409301236106389,0.7554620866509063,0.7530195792907657,0.7527249377191718,0.7696314570094491,0.7543536368561863,0.009157112294855973,3
